id,view_1,view_2,view_3,view_4,view_5,class
3b7bdf4ebc4240988cea572923bf46a9.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/3b7bdf4ebc4240988cea572923bf46a9.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/3b7bdf4ebc4240988cea572923bf46a9.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/3b7bdf4ebc4240988cea572923bf46a9.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/3b7bdf4ebc4240988cea572923bf46a9.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/3b7bdf4ebc4240988cea572923bf46a9.jpg,zipper
6707e365e5cf4640b8c7501be74dda64.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/6707e365e5cf4640b8c7501be74dda64.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/6707e365e5cf4640b8c7501be74dda64.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/6707e365e5cf4640b8c7501be74dda64.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/6707e365e5cf4640b8c7501be74dda64.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/6707e365e5cf4640b8c7501be74dda64.jpg,zipper
4ce465737d5e44cea5c70b530ff150b2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/4ce465737d5e44cea5c70b530ff150b2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/4ce465737d5e44cea5c70b530ff150b2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/4ce465737d5e44cea5c70b530ff150b2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/4ce465737d5e44cea5c70b530ff150b2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/4ce465737d5e44cea5c70b530ff150b2.jpg,zipper
45bf51c19cf5485dbdd73da211593c00.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/45bf51c19cf5485dbdd73da211593c00.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/45bf51c19cf5485dbdd73da211593c00.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/45bf51c19cf5485dbdd73da211593c00.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/45bf51c19cf5485dbdd73da211593c00.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/45bf51c19cf5485dbdd73da211593c00.jpg,zipper
53fbe4f8cb5c48e4b5b700e2fe701c61.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/53fbe4f8cb5c48e4b5b700e2fe701c61.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/53fbe4f8cb5c48e4b5b700e2fe701c61.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/53fbe4f8cb5c48e4b5b700e2fe701c61.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/53fbe4f8cb5c48e4b5b700e2fe701c61.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/53fbe4f8cb5c48e4b5b700e2fe701c61.jpg,zipper
a2988945b9664d02b2d3193f661be397.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/a2988945b9664d02b2d3193f661be397.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/a2988945b9664d02b2d3193f661be397.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/a2988945b9664d02b2d3193f661be397.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/a2988945b9664d02b2d3193f661be397.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/a2988945b9664d02b2d3193f661be397.jpg,zipper
abbce14758964457a99e3f7954a84681.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/abbce14758964457a99e3f7954a84681.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/abbce14758964457a99e3f7954a84681.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/abbce14758964457a99e3f7954a84681.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/abbce14758964457a99e3f7954a84681.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/abbce14758964457a99e3f7954a84681.jpg,zipper
cfed42ebeb9b44c296a002991deff956.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/cfed42ebeb9b44c296a002991deff956.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/cfed42ebeb9b44c296a002991deff956.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/cfed42ebeb9b44c296a002991deff956.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/cfed42ebeb9b44c296a002991deff956.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/cfed42ebeb9b44c296a002991deff956.jpg,zipper
87cb22e91b394c5690bbb2a05a4afee2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/87cb22e91b394c5690bbb2a05a4afee2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/87cb22e91b394c5690bbb2a05a4afee2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/87cb22e91b394c5690bbb2a05a4afee2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/87cb22e91b394c5690bbb2a05a4afee2.jpg,,zipper
5a167139865b494cabe0e0b6cc2c0db5.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/5a167139865b494cabe0e0b6cc2c0db5.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/5a167139865b494cabe0e0b6cc2c0db5.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/5a167139865b494cabe0e0b6cc2c0db5.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/5a167139865b494cabe0e0b6cc2c0db5.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/5a167139865b494cabe0e0b6cc2c0db5.jpg,zipper
1923490c14ee49ca8a9a1c7180dfecf7.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/1923490c14ee49ca8a9a1c7180dfecf7.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/1923490c14ee49ca8a9a1c7180dfecf7.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/1923490c14ee49ca8a9a1c7180dfecf7.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/1923490c14ee49ca8a9a1c7180dfecf7.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/1923490c14ee49ca8a9a1c7180dfecf7.jpg,zipper
267d6b1c3c1e411c8dde1633ccb1cd05.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/267d6b1c3c1e411c8dde1633ccb1cd05.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/267d6b1c3c1e411c8dde1633ccb1cd05.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/267d6b1c3c1e411c8dde1633ccb1cd05.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/267d6b1c3c1e411c8dde1633ccb1cd05.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/267d6b1c3c1e411c8dde1633ccb1cd05.jpg,zipper
6da4c3b2df1243068b952f797448e688.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/6da4c3b2df1243068b952f797448e688.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/6da4c3b2df1243068b952f797448e688.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/6da4c3b2df1243068b952f797448e688.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/6da4c3b2df1243068b952f797448e688.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/6da4c3b2df1243068b952f797448e688.jpg,zipper
0a6d8e7ce9af42c68012bb823416b68e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/0a6d8e7ce9af42c68012bb823416b68e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/0a6d8e7ce9af42c68012bb823416b68e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/0a6d8e7ce9af42c68012bb823416b68e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/0a6d8e7ce9af42c68012bb823416b68e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/0a6d8e7ce9af42c68012bb823416b68e.jpg,zipper
e13b10332bf541a0a49ab9d8ec0b292c.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/e13b10332bf541a0a49ab9d8ec0b292c.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/e13b10332bf541a0a49ab9d8ec0b292c.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/e13b10332bf541a0a49ab9d8ec0b292c.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/e13b10332bf541a0a49ab9d8ec0b292c.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/e13b10332bf541a0a49ab9d8ec0b292c.jpg,zipper
947f4e7ca8754ef2b372a8fa629fa4d7.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/947f4e7ca8754ef2b372a8fa629fa4d7.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/947f4e7ca8754ef2b372a8fa629fa4d7.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/947f4e7ca8754ef2b372a8fa629fa4d7.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/947f4e7ca8754ef2b372a8fa629fa4d7.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/947f4e7ca8754ef2b372a8fa629fa4d7.jpg,zipper
8ad08a05ca6f4a1895e89904ae667c3e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/8ad08a05ca6f4a1895e89904ae667c3e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/8ad08a05ca6f4a1895e89904ae667c3e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/8ad08a05ca6f4a1895e89904ae667c3e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/8ad08a05ca6f4a1895e89904ae667c3e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/8ad08a05ca6f4a1895e89904ae667c3e.jpg,zipper
c826635b69ce4fba9dc0ed63712ff918.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/c826635b69ce4fba9dc0ed63712ff918.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/c826635b69ce4fba9dc0ed63712ff918.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/c826635b69ce4fba9dc0ed63712ff918.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/c826635b69ce4fba9dc0ed63712ff918.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/c826635b69ce4fba9dc0ed63712ff918.jpg,zipper
dbeb59199ccd472ab9b1128c85dacf9b.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/dbeb59199ccd472ab9b1128c85dacf9b.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/dbeb59199ccd472ab9b1128c85dacf9b.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/dbeb59199ccd472ab9b1128c85dacf9b.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/dbeb59199ccd472ab9b1128c85dacf9b.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/dbeb59199ccd472ab9b1128c85dacf9b.jpg,zipper
e864bbcc0a244a988756cbe9e659128a.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/e864bbcc0a244a988756cbe9e659128a.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/e864bbcc0a244a988756cbe9e659128a.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/e864bbcc0a244a988756cbe9e659128a.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/e864bbcc0a244a988756cbe9e659128a.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/e864bbcc0a244a988756cbe9e659128a.jpg,zipper
8d3d5a5c329340a78aea448238fea398.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/8d3d5a5c329340a78aea448238fea398.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/8d3d5a5c329340a78aea448238fea398.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/8d3d5a5c329340a78aea448238fea398.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/8d3d5a5c329340a78aea448238fea398.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/8d3d5a5c329340a78aea448238fea398.jpg,zipper
3d40c163f5a945d186f7234e47a0b8c2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/3d40c163f5a945d186f7234e47a0b8c2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/3d40c163f5a945d186f7234e47a0b8c2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/3d40c163f5a945d186f7234e47a0b8c2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/3d40c163f5a945d186f7234e47a0b8c2.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/3d40c163f5a945d186f7234e47a0b8c2.jpg,zipper
ac3fb69227b84899b11e314071a6844f.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/ac3fb69227b84899b11e314071a6844f.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/ac3fb69227b84899b11e314071a6844f.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/ac3fb69227b84899b11e314071a6844f.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/ac3fb69227b84899b11e314071a6844f.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/ac3fb69227b84899b11e314071a6844f.jpg,zipper
48667a174d4043c5bfba637792b91226.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/48667a174d4043c5bfba637792b91226.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/48667a174d4043c5bfba637792b91226.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/48667a174d4043c5bfba637792b91226.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/48667a174d4043c5bfba637792b91226.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/48667a174d4043c5bfba637792b91226.jpg,zipper
45aa1c5b036e41a5b88484f631a5acc0.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/45aa1c5b036e41a5b88484f631a5acc0.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/45aa1c5b036e41a5b88484f631a5acc0.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/45aa1c5b036e41a5b88484f631a5acc0.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/45aa1c5b036e41a5b88484f631a5acc0.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/45aa1c5b036e41a5b88484f631a5acc0.jpg,zipper
f3b5c212642043c7b797ca5d0e351206.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/f3b5c212642043c7b797ca5d0e351206.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/f3b5c212642043c7b797ca5d0e351206.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/f3b5c212642043c7b797ca5d0e351206.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/f3b5c212642043c7b797ca5d0e351206.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/f3b5c212642043c7b797ca5d0e351206.jpg,zipper
7959d8f303f047ebaca621b573b3e410.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/7959d8f303f047ebaca621b573b3e410.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/7959d8f303f047ebaca621b573b3e410.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/7959d8f303f047ebaca621b573b3e410.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/7959d8f303f047ebaca621b573b3e410.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/7959d8f303f047ebaca621b573b3e410.jpg,zipper
7ef992855d8b4f6fa9fbbf9e83cbcaaf.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/7ef992855d8b4f6fa9fbbf9e83cbcaaf.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/7ef992855d8b4f6fa9fbbf9e83cbcaaf.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/7ef992855d8b4f6fa9fbbf9e83cbcaaf.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/7ef992855d8b4f6fa9fbbf9e83cbcaaf.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/7ef992855d8b4f6fa9fbbf9e83cbcaaf.jpg,zipper
bbd703b2f41c4e7f87843279cc37feca.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/bbd703b2f41c4e7f87843279cc37feca.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/bbd703b2f41c4e7f87843279cc37feca.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/bbd703b2f41c4e7f87843279cc37feca.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/bbd703b2f41c4e7f87843279cc37feca.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/bbd703b2f41c4e7f87843279cc37feca.jpg,zipper
ea1521787d8847fda55968a1be500ce3.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/ea1521787d8847fda55968a1be500ce3.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/ea1521787d8847fda55968a1be500ce3.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/ea1521787d8847fda55968a1be500ce3.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/ea1521787d8847fda55968a1be500ce3.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/ea1521787d8847fda55968a1be500ce3.jpg,zipper
58b40abd9a954cd089b1642b1d8569e4.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/58b40abd9a954cd089b1642b1d8569e4.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/58b40abd9a954cd089b1642b1d8569e4.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/58b40abd9a954cd089b1642b1d8569e4.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/58b40abd9a954cd089b1642b1d8569e4.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/58b40abd9a954cd089b1642b1d8569e4.jpg,zipper
3e783ab7aa544a34b97bc2e35a7ea8ac.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/3e783ab7aa544a34b97bc2e35a7ea8ac.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/3e783ab7aa544a34b97bc2e35a7ea8ac.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/3e783ab7aa544a34b97bc2e35a7ea8ac.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/3e783ab7aa544a34b97bc2e35a7ea8ac.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/3e783ab7aa544a34b97bc2e35a7ea8ac.jpg,zipper
62b8946f8507403386e6e34f810ebed6.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/62b8946f8507403386e6e34f810ebed6.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/62b8946f8507403386e6e34f810ebed6.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/62b8946f8507403386e6e34f810ebed6.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/62b8946f8507403386e6e34f810ebed6.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/62b8946f8507403386e6e34f810ebed6.jpg,zipper
6d3b4eedf80c4a8d8ee777b17bdf345e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_1/6d3b4eedf80c4a8d8ee777b17bdf345e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_2/6d3b4eedf80c4a8d8ee777b17bdf345e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_3/6d3b4eedf80c4a8d8ee777b17bdf345e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_4/6d3b4eedf80c4a8d8ee777b17bdf345e.jpg,https://vision-images-store.s3.amazonaws.com/internship/zipper/view_5/6d3b4eedf80c4a8d8ee777b17bdf345e.jpg,zipper
